handle,url_handle,gov_label,name,description,followers,verified,date_scraped,filename,followers_num
rusembassynl,rusembassynl_2022-03-23,Russia government organization,Russian Embassy in NL,Посольство России в Нидерландах/ Embassy of Russia in the Netherlands  Постпредство России  при ОЗХО/ P.R. of Russia to OPCW,"6,172",TRUE,2022-03-23,data/html_230322/twitter/html/rusembassynl_2022-03-23.html,6172
CamboRusEmba,CamboRusEmba_2022-03-23,Russia government organization,"Russian Embassy, KHM",Оfficial twitter-account of the Embassy of the Russian Federation in the Kingdom of Cambodia.http://t.me/Russian_Embassy_in_Cambodia…,"6,171",TRUE,2022-03-23,data/html_230322/twitter/html/CamboRusEmba_2022-03-23.html,6171
RusEmbAU,RusEmbAU_2022-03-23,Russia government organization,Russia in Australia,Russian Embassy in Australia - official Twitter feed. Официальный twitter-аккаунт Посольства России в Австралии.,"6,146",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbAU_2022-03-23.html,6146
embrus_az,embrus_az_2022-03-23,NA,Посольство России в Азербайджане,Официальный twitter-аккаунт Посольства Российской Федерации в Азербайджанской Республике,"6,117",TRUE,2022-03-23,data/html_230322/twitter/html/embrus_az_2022-03-23.html,6117
RusEmbVietnam,RusEmbVietnam_2022-03-23,NA,RusEmbVietnam ,#Посольство России во #Вьетнам'е / #Đạisứquán #Nga  tại Việt Nam / The #Embassy of #Russia in #Vietnam http://facebook.com/RusEmbassyVietnam…,"6,059",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbVietnam_2022-03-23.html,6059
RusBotWien,RusBotWien_2022-03-23,NA,RusBotschaft Wien,Offizieller Account der Botschaft der Russischen Föderation  in der Republik Österreich | #Russland #Außenpolitik #Diplomatie | @MFA_Russia @RusConsSalzburg,"6,010",TRUE,2022-03-23,data/html_230322/twitter/html/RusBotWien_2022-03-23.html,6010
RusEmbSG,RusEmbSG_2022-03-23,Russia government organization,RusEmbassy Singapore,Официальный твиттер-аккаунт Посольства России в Сингапуре / Russian Embassy in the Republic of Singapore (http://t.me/RusEmbSG),"5,848",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSG_2022-03-23.html,5848
RusEmbBangkok,RusEmbBangkok_2022-03-23,Russia government organization,Russian Embassy TH,"Embassy of the Russian Federation in the Kingdom of Thailand78 Sap Rd., Surawong, Bangkok, 10500","5,833",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbBangkok_2022-03-23.html,5833
amrusbel,amrusbel_2022-03-23,NA,Ambassade de Russie en Belgique,Посольство России в БельгииAmbassade de Russie en BelgiqueAmbassade van Rusland in België,"5,726",TRUE,2022-03-23,data/html_230322/twitter/html/amrusbel_2022-03-23.html,5726
MID_Kaliningrad,mid_kaliningrad_2022-03-23,NA,Russian MFA in Kaliningrad ,@MFA_Russia Representative Office in Kaliningrad. Follow @KaliningradReg | Представительство МИД России в Калининграде,"5,673",TRUE,2022-03-23,data/html_230322/twitter/html/mid_kaliningrad_2022-03-23.html,5673
russiauz,russiauz_2022-03-23,NA,Russia in Uzbekistan,"Официальный Twitter-аккаунт Посольства России в Узбекистане, tashkent@mid.ru","5,610",TRUE,2022-03-23,data/html_230322/twitter/html/russiauz_2022-03-23.html,5610
RusEmbDK,RusEmbDK_2022-03-23,NA,"Embassy of Russia, DK",Официальный твиттер Посольства России в Дании / Official twitter of the Embassy of Russia in Denmark  ,"5,603",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbDK_2022-03-23.html,5603
russembkenya,russembkenya_2022-03-23,Russia government organization,Russian Embassy in Kenya/Посольство России в Кении,The official channel of the Embassy of the Russian Federation in the Republic of Kenya  Join us on Telegram: https://t.me/russembkenya,"5,570",FALSE,2022-03-23,data/html_230322/twitter/html/russembkenya_2022-03-23.html,5570
RussianEmbYemen,RussianEmbYemen_2022-03-23,روسيا مؤسسة حكومية,Russian Embassy in Yemen,Instagram: https://instagram.com/rusembyemen?utm_medium=copy_lin…Telegram:https://t.me/RussianEmbYemen,"5,524",TRUE,2022-03-23,data/html_230322/twitter/html/RussianEmbYemen_2022-03-23.html,5524
RusEmbNo,RusEmbNo_2022-03-23,Russland offentlig organisasjon,Embassy of Russia in Norway,Embassy of the Russian Federation in the Kingdom of Norway - official Twitter feed,"5,396",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbNo_2022-03-23.html,5396
A__Alimov,A__Alimov_2022-03-23,Russia government official,Alexander Alimov,Дипломат средних талантов. Сейчас - зам. Постпреда России при ООН в Женеве/A modestly talented diplomat. Now - Russian Deputy Perm Rep to UN Office in Geneva,"5,395",TRUE,2022-03-23,data/html_230322/twitter/html/A__Alimov_2022-03-23.html,5395
mission_rf,mission_rf_2022-03-23,Russia government account,Russian Mission Vienna,Постпредствo России при международных организациях в Вене/Russian Permanent Mission to the International Organizations in Vienna http://t.me/ViennaMissionRu,"5,292",TRUE,2022-03-23,data/html_230322/twitter/html/mission_rf_2022-03-23.html,5292
Russian_Emb_MKD,Russian_Emb_MKD_2022-03-23,Russia government organization,Посольство России МК,Посольство Российской Федерации в Скопье/Embassy of the Russian Federation in Skopje,"5,157",TRUE,2022-03-23,data/html_230322/twitter/html/Russian_Emb_MKD_2022-03-23.html,5157
unesco_russia,unesco_russia_2022-03-23,NA,RussianMissionUNESCO,The official twitter account of the Permanent Delegation of the Russian Federation to UNESCO,"5,082",TRUE,2022-03-23,data/html_230322/twitter/html/unesco_russia_2022-03-23.html,5082
EmbajadaRusaRu,EmbajadaRusaRu_2022-03-23,NA,Посольство в Испании,Официальный микроблог Посольства Российской Федерации в Королевстве Испания (twitter de la Embajada de Rusia en España en el idioma español @EmbajadaRusaES),"4,926",TRUE,2022-03-23,data/html_230322/twitter/html/EmbajadaRusaRu_2022-03-23.html,4926
RusEmbIran,rusembiran_2022-03-23,Russia government organization,"Russian Embassy, IRI",Official twitter-account of the Russian Embassy to the Islamic Republic of Iran تويتر رسمي سفارت فدراسيون روسيه در جمهوري اسلامي ايران,"4,767",TRUE,2022-03-23,data/html_230322/twitter/html/rusembiran_2022-03-23.html,4767
rusya_istanbul,rusya_istanbul_2022-03-23,NA,Rus İst Konsolosluğu,Генеральное консульство Российской Федерации в Стамбуле. Rusya Federasyonu İstanbul Başkonsolosluğu. Consulate General of the Russian Federation in Istanbul,"4,687",TRUE,2022-03-23,data/html_230322/twitter/html/rusya_istanbul_2022-03-23.html,4687
RusEmbBrunei,RusEmbBrunei_2022-03-23,Russia government organization,RussianEmbassyBrunei,Official twitter account of the Embassy of the Russian Federation in Brunei Darussalam,"4,632",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbBrunei_2022-03-23.html,4632
RusEmbKG,RusEmbKG_2022-03-23,NA,Посольство РФ в КР,Официальный twitter-аккаунт Посольства Российской Федерации в Киргизской Республике   Telegram https://t.me/rusembkg,"4,556",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbKG_2022-03-23.html,4556
ABocanHarcenko,ABocanHarcenko_2022-03-23,NA,Александр Боцан-Харченко,Посол России в Сербии | Амбасадор Русије у Србији | Russian Ambassador to Serbia || @AmbasadaRusije,"4,514",FALSE,2022-03-23,data/html_230322/twitter/html/ABocanHarcenko_2022-03-23.html,4514
GGatilov,ggatilov_2022-03-23,NA,Gennady Gatilov,Permanent Representative of the Russian Federation to the UN Office in Geneva,"4,488",FALSE,2022-03-23,data/html_230322/twitter/html/ggatilov_2022-03-23.html,4488
Amb_de_Russie,Amb_de_Russie_2022-03-23,NA,Ambassade de Russie à Madagascar et aux Comores,Посольство России на Мадагаскаре и на Коморах. Le compte de l'Ambassade de Russie à Madagascar et aux Comores.  Suivez l’Ambassadeur @AmbRuMadagascar,"4,485",TRUE,2022-03-23,data/html_230322/twitter/html/Amb_de_Russie_2022-03-23.html,4485
RusEmbMNG,RusEmbMNG_2022-03-23,Russia government organization,Посольство России в Монголии ,Official Twitter feed of the Russian Embassy in Mongolia Оросын Холбооны Улсаас Монгол Улсад суугаа Элчин сайдын яам (ОХУ-ын ЭСЯ)http://facebook.com/RusEmbMNG,"4,354",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbMNG_2022-03-23.html,4354
ambrus_drc,ambrus_drc_2022-03-23,NA,Russie en RD Congo,Официальный аккаунт Посольства Российской Федерации в Демократической Республике Конго Instagram: ambrus.rdc,"4,346",TRUE,2022-03-23,data/html_230322/twitter/html/ambrus_drc_2022-03-23.html,4346
rdif_press,rdif_press_2022-03-23,NA,RDIF,РФПИ - суверенный фонд РФ с капитализацией $10 млрд для привлечения инвестиций в Россию.Russia’s SWF with reserved capital of $10bn um to co-invest in Russia.,"4,290",FALSE,2022-03-23,data/html_230322/twitter/html/rdif_press_2022-03-23.html,4290
MID_Krasnodar,mid_krasnodar_2022-03-23,NA,МИД   Краснодар,Официальный twitter-аккаунт Представительства Министерства иностранных дел Российской Федерации в г.Краснодаре,"4,286",TRUE,2022-03-23,data/html_230322/twitter/html/mid_krasnodar_2022-03-23.html,4286
AmbRusRCI,AmbRusRCI_2022-03-23,NA,Russie en RCI,Посольство России в Кот-д'Ивуаре /          Ambassade de la Fédération de Russie en République de Côte d'Ivoire,"4,249",TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusRCI_2022-03-23.html,4249
AmbRusCz,AmbRusCz_2022-03-23,NA,Посольство России в Чехии,Пресс-служба Посольства Российской Федерации в Чешской Республике / Tisková služba Velvyslanectví Ruské federace v České republice,"4,201",TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusCz_2022-03-23.html,4201
AmbrusSlo,ambrusslo_2022-03-23,Russia government organization,RusEmbSlovenia,Veleposlaništvo Ruske Federacije v Republiki Sloveniji/ Embassy of the Russian Federation to the Republic of Slovenia- official Twitter feed,"4,190",TRUE,2022-03-23,data/html_230322/twitter/html/ambrusslo_2022-03-23.html,4190
AmbRusSenegal,AmbRusSenegal_2022-03-23,Officiel du gouvernement - Russie,AmbRusSenegal,Посольство Российской Федерации в Республике Сенегал/ Ambassade de la Fédération de Russieen République du Sénégal/ Embassy of Russia in Senegal,"4,149",TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusSenegal_2022-03-23.html,4149
RusConsKlaipeda,RusConsKlaipeda_2022-03-23,NA,Генеральное консульство России в Клайпеде,"Официальный Twitter-аккаунт Генерального консульства Российской Федерации в Клайпеде, Литовская Республика.Telegram: https://t.me/RusConsKlaipeda","4,085",TRUE,2022-03-23,data/html_230322/twitter/html/RusConsKlaipeda_2022-03-23.html,4085
RusEmbSK,RusEmbSK_2022-03-23,NA,Igor Bratčikov/Veľvyslanectvo Ruska na Slovensku,Mimoriadny a Splnomocnený Veľvyslanec Ruskej federácie v Slovenskej republike.,"4,046",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSK_2022-03-23.html,4046
armscontrol_rus,armscontrol_rus_2022-03-23,NA,Russian Arms Control Delegation in Vienna,Делегация на переговорах по военной безопасности и контролю над вооружениями | Delegation to the Negotiations on Military Security and Arms Control @MID_RF,"4,009",FALSE,2022-03-23,data/html_230322/twitter/html/armscontrol_rus_2022-03-23.html,4009
Russie_au_Congo,Russie_au_Congo_2022-03-23,NA,AmbRussieRCongo,Compte Twitter officiel de l’Ambassade de Russie en République du Congo • Официальный Твиттер-аккаунт Посольства России в Республике Конго,"4,008",TRUE,2022-03-23,data/html_230322/twitter/html/Russie_au_Congo_2022-03-23.html,4008
RusConsulGen,RusConsulGen_2022-03-23,NA,ГК РФ  в Женеве,"Официальный твиттер-аккаунт Генерального консульства Российской Федерации  в Женеве, Швейцарская Конфедерация","3,946",TRUE,2022-03-23,data/html_230322/twitter/html/RusConsulGen_2022-03-23.html,3946
RusEmbMalta,RusEmbMalta_2022-03-23,Russia government organization,Russian Embassy to Malta,Official Twitter account of the Embassy of #Russia to #Malta | Официальный Твиттер-аккаунт Посольства России на #Мальте | Ambaxxata tal-Federazzjoni #Russa,"3,931",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbMalta_2022-03-23.html,3931
RusEmbMauritius,RusEmbMauritius_2022-03-23,Russia government organization,Посольство России,Посольство Российской Федерации в Республике Маврикий / Embassy of the Russian Federation in the Republic of Mauritius,"3,909",FALSE,2022-03-23,data/html_230322/twitter/html/RusEmbMauritius_2022-03-23.html,3909
RusEmbSwe,RusEmbSwe_2022-03-23,Russia government organization,"Russian Embassy, SWE",Официальный Твиттер Посольства России в Швеции / The official Twitter of the Russian Embassy in Sweden,"3,863",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbSwe_2022-03-23.html,3863
RusCons_TX,RusCons_TX_2022-03-23,NA,Russia in Houston,Генеральное консульство Российской Федерации в Хьюстоне/ Consulate General of the Russian Federation in Houston,"3,838",TRUE,2022-03-23,data/html_230322/twitter/html/RusCons_TX_2022-03-23.html,3838
DaugavpilsRF,DaugavpilsRF_2022-03-23,NA,ГК РФ в Даугавпилсе,"Официальный аккаунт Генерального консульства России в Даугавпилсе, Латвийская Республика/ Krievijas Ģenerālkonsulāta Daugavpilī oficiālais tvitera konts.","3,797",TRUE,2022-03-23,data/html_230322/twitter/html/DaugavpilsRF_2022-03-23.html,3797
EmbRusiaEnArgRu,EmbRusiaEnArgRu_2022-03-23,NA,"Посольство России,AR",Посольство России в Аргентине  официальный Twitter аккаунт на русском языке (twitter de la Embajada de Rusia en Argentina en el idioma español @EmbRusiaEnArgEs),"3,698",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusiaEnArgRu_2022-03-23.html,3698
RusConsCapetown,RusConsCapetown_2022-03-23,Russia government organization,ГК РФ в Кейптауне,Welcome to the official page of the Russian Consulate General in Cape Town! Follow us on http://facebook.com/rusconscapetow… http://instagram.com/rusconsct/,"3,642",TRUE,2022-03-23,data/html_230322/twitter/html/RusConsCapetown_2022-03-23.html,3642
RusEmb_Iceland,RusEmb_Iceland_2022-03-23,NA,RusEmbassy Iceland,Посольство Российской Федерации в Исландии,"3,619",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmb_Iceland_2022-03-23.html,3619
Rus_Emb_Sudan,Rus_Emb_Sudan_2022-03-23,Russia government organization,Russia in Sudan,Официальный твиттер-аккаунт Посольства России в Судане/ Official twitter-account of the Russian Embassy in Sudan,"3,612",FALSE,2022-03-23,data/html_230322/twitter/html/Rus_Emb_Sudan_2022-03-23.html,3612
BRICSRussia2020,bricsrussia2020_2022-03-23,NA,BRICSRussia2020,Follow @BRICSRussia2020 for the latest news on Russian BRICS Chairmanship. For tweets in Russian please follow @BRICS2020_Rus,"3,571",TRUE,2022-03-23,data/html_230322/twitter/html/bricsrussia2020_2022-03-23.html,3571
RusKonsLeipzig,RusKonsLeipzig_2022-03-23,NA,KONSULAT LEIPZIG,Генеральное консульство Российской Федерации в Лейпциге  Russisches Generalkonsulat in Leipzig http://facebook.com/GeneralkonsulatLeipzig…https://flickr.com/rgkleipzig,"3,552",TRUE,2022-03-23,data/html_230322/twitter/html/RusKonsLeipzig_2022-03-23.html,3552
embrus_md,embrus_md_2022-03-23,NA,Посольство России в Молдавии,Официальный Twitter Посольства Российской Федерации в Республике Молдова,"3,463",TRUE,2022-03-23,data/html_230322/twitter/html/embrus_md_2022-03-23.html,3463
CIS_Russia,Cis_Russia_2022-03-23,NA,Роспостпредство СНГ,Официальный twitter-аккаунт Постоянного представительства Российской Федерации при уставных и других органах СНГ,"3,460",TRUE,2022-03-23,data/html_230322/twitter/html/Cis_Russia_2022-03-23.html,3460
RusEmb_Malaysia,RusEmb_Malaysia_2022-03-23,NA,"Embassy of Russia in Malaysia, Kuala Lumpur",Официальный твиттер-аккаунт Посольства России в Малайзии |Official Twitter account of the Embassy of Russia in Malaysia,"3,380",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmb_Malaysia_2022-03-23.html,3380
rusembassyARM,rusembassyARM_2022-03-23,NA,ПосольствоРФвAрмении,Посольство Российской Федерации в Республике Aрмения / Ռուսաստանի դեսպանատուն,"3,365",TRUE,2022-03-23,data/html_230322/twitter/html/rusembassyARM_2022-03-23.html,3365
AmbrusSlo_Ru,AmbrusSlo_Ru_2022-03-23,NA,Посольство России в Словении,Посольство Российской Федерации в Республике Словении,"3,320",TRUE,2022-03-23,data/html_230322/twitter/html/AmbrusSlo_Ru_2022-03-23.html,3320
Ekatmid,Ekatmid_2022-03-23,NA,MFA of Russia  Yekaterinburg,Представительство @MID_RF в Екатеринбурге / The Representative office of the @MFA_Russia in Yekaterinburg,"3,298",TRUE,2022-03-23,data/html_230322/twitter/html/Ekatmid_2022-03-23.html,3298
RusEmbLux,RusEmbLux_2022-03-23,NA,"Russian Embassy, Lux",Embassy of the Russian Federation in Luxembourg /Ambassade de Russie au Luxembourg/ - official TwitterОфициальный твиттер Посольства России в Люксембурге,"3,235",FALSE,2022-03-23,data/html_230322/twitter/html/RusEmbLux_2022-03-23.html,3235
RussiaJamaica,RussiaJamaica_2022-03-23,NA,RusEmb in Jamaica,Посольство России в Ямайке,"3,216",TRUE,2022-03-23,data/html_230322/twitter/html/RussiaJamaica_2022-03-23.html,3216
RusEmbGhana,RusEmbGhana_2022-03-23,NA,Посольство России в Гане,Официальная страница Посольства России в Гане (for eng visit @RusEmbGhanaEng). Страница в Фейсбуке: http://facebook.com/Rusembghana,"3,214",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbGhana_2022-03-23.html,3214
state_duma,state_duma_2022-03-23,Russia government organization,State Duma,Official Twitter feed of the State Duma of the Russian Federation. Latest official news. Аккаунт Государственной Думы на русском https://twitter.com/dumagovru,"3,126",FALSE,2022-03-23,data/html_230322/twitter/html/state_duma_2022-03-23.html,3126
rumunix,rumunix_2022-03-23,NA,Генконсульство России  Мюнхен,Hier twittert die Pressestelle des Russischen Generalkonsulats in München,"3,066",TRUE,2022-03-23,data/html_230322/twitter/html/rumunix_2022-03-23.html,3066
rusemberitrea,rusemberitrea_2022-03-23,Russia government organization,Russia in Eritrea,"Embassy of the Russian Federation in the State of Eritrea / Посольство Российской Федерации в Государстве Эритрея Tel: +291-1-12-71-72, asmear@yandex.ru","3,065",TRUE,2022-03-23,data/html_230322/twitter/html/rusemberitrea_2022-03-23.html,3065
EmbRusPan,EmbRusPan_2022-03-23,NA,Rusia en Panamá ,Посольство России в Панаме / Embajada de Rusia en Panamá /// Síguenos en Telegram: http://t.me/EmbRusPan y VK: http://vk.com/embruspan,"3,009",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusPan_2022-03-23.html,3009
AmbRusBen,AmbRusBen_2022-03-23,NA,Russie au Bénin et Togo ,Twitter de l'Ambassade de #Russie au #Benin et #Togo/ Twitter-аккаунт Посольства России в Республиках #Бенин и #Того; Telegram-канал: http://t.me/rusambben,"3,002",TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusBen_2022-03-23.html,3002
MID_Voronezh,mid_voronezh_2022-03-23,NA,МИД Воронеж,"Представляем МИД России в Воронежской, Белгородской, Липецкой и Тамбовской областях","2,959",TRUE,2022-03-23,data/html_230322/twitter/html/mid_voronezh_2022-03-23.html,2959
RusEmbBAH,RusEmbBAH_2022-03-23,روسيا مؤسسة حكومية,Russian Embassy in Bahrain,http://t.me/RusEmbBahrain,"2,959",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbBAH_2022-03-23.html,2959
PskovMid,pskovmid_2022-03-23,NA,МИД  Псков MFA Pskov Office,Представительство @MID_RF в Пскове/@mfa_russia Representative Office in Pskov,"2,952",TRUE,2022-03-23,data/html_230322/twitter/html/pskovmid_2022-03-23.html,2952
ConsolatoRusso,ConsolatoRusso_2022-03-23,NA,ConsolatoRussoMilano,Генеральное консульство Российской Федерации в Милане / Consolato Generale della Federazione Russa a Milano,"2,906",TRUE,2022-03-23,data/html_230322/twitter/html/ConsolatoRusso_2022-03-23.html,2906
MIDKrasnoyarsk,MIDKrasnoyarsk_2022-03-23,NA,МИД России в Красноярске,Представительство Министерства иностранных дел Российской Федерации в городе Красноярске,"2,901",TRUE,2022-03-23,data/html_230322/twitter/html/MIDKrasnoyarsk_2022-03-23.html,2901
recostarica,recostarica_2022-03-23,NA,Embajada de Rusia en Costa Rica,Twitter oficial de la Embajada de la Federación de Rusia en la Republica de Costa Rica. Посольство России в Коста-Рике.,"2,819",TRUE,2022-03-23,data/html_230322/twitter/html/recostarica_2022-03-23.html,2819
SNalobin,SNalobin_2022-03-23,NA,Sergey Nalobin,"digital and traditional diplomacy, minister counsellor @RusEmbEst","2,689",FALSE,2022-03-23,data/html_230322/twitter/html/SNalobin_2022-03-23.html,2689
RusEmbBul,RusEmbBul_2022-03-23,NA,Посольство России в Болгарии,Официальный твиттер Посольства Российской Федерации в Республике БолгарииОфициален туитър на Посолството на Руската Федерация в Република Българияhttp://t.me/rusembul,"2,668",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbBul_2022-03-23.html,2668
AmbRusME,AmbRusME_2022-03-23,NA,Russia in Montenegro,Посольство Российской Федерации в Черногории / Ambasada Ruske Federacije u Crnoj Gori,"2,614",TRUE,2022-03-23,data/html_230322/twitter/html/AmbRusME_2022-03-23.html,2614
MIDPetrozavodsk,midpetrozavodsk_2022-03-23,NA,МИД РФ Петрозаводск,Представительство МИД России в г.Петрозаводске / Representative office of Russian Ministry of Foreign Affairs in Petrozavodsk.,"2,595",TRUE,2022-03-23,data/html_230322/twitter/html/midpetrozavodsk_2022-03-23.html,2595
CoE_Russia,CoE_Russia_2022-03-23,NA,RussianMissionCoE,Permanent Representation of the Russian Federation to the Council of Europe (Для твиттов на русском читайте @CE_RF),"2,559",TRUE,2022-03-23,data/html_230322/twitter/html/CoE_Russia_2022-03-23.html,2559
MID_RnD,mid_rnd_2022-03-23,NA,Russian MFA in Rostov-on-Don,Официальная страница Представительства МИД России в Ростове-на-Дону / Для связи: rostov@mid.ru,"2,549",TRUE,2022-03-23,data/html_230322/twitter/html/mid_rnd_2022-03-23.html,2549
MID_Ufa,mid_ufa_2022-03-23,NA,Представительство МИД России в г. Уфе ,Официальный Twitter-аккаунт Представительства Министерства иностранных дел Российской Федерации в городе Уфе,"2,549",TRUE,2022-03-23,data/html_230322/twitter/html/mid_ufa_2022-03-23.html,2549
MID_Kamchatka,mid_kamchatka_2022-03-23,NA,МИД РФ Камчатка,Представительство МИД России в г. Петропавловске-Камчатском.,"2,534",TRUE,2022-03-23,data/html_230322/twitter/html/mid_kamchatka_2022-03-23.html,2534
CE_RF,CE_RF_2022-03-23,NA,ПостпредствоРФприСЕ,Постоянное Представительство Российской Федерации при Совете Европы (For tweets in English please follow @CoE_Russia),"2,528",TRUE,2022-03-23,data/html_230322/twitter/html/CE_RF_2022-03-23.html,2528
rusemb_tm,rusemb_tm_2022-03-23,NA,Посольство России в Туркменистане,Официальный твиттер-аккаунт Посольства России в Туркменистане,"2,527",TRUE,2022-03-23,data/html_230322/twitter/html/rusemb_tm_2022-03-23.html,2527
RusEmb_Rwanda,RusEmb_Rwanda_2022-03-23,Russia government organization,Russian Embassy in Rwanda,Посольство Российской Федерации в Республике Руанда,"2,477",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmb_Rwanda_2022-03-23.html,2477
EmbRusBoliviaEs,EmbRusBoliviaEs_2022-03-23,NA,Embajada de Rusia en Bolivia,Twitter oficial de la Embajada de Rusia en La Paz (Bolivia)Официальный твиттер Посольства России в Ла-Пасе (Боливия),"2,438",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusBoliviaEs_2022-03-23.html,2438
EmbRusChile,EmbRusChile_2022-03-23,NA,EmbRusChile,Twitter de la Embajada de Rusia en Chile https://instagram.com/embruschile/    https://facebook.com/Embajada.de.Rusia.en.Chile/…,"2,436",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusChile_2022-03-23.html,2436
MidSmol,midsmol_2022-03-23,NA,МИД РФ Смоленск,Представительство МИД России в г. Смоленске/ The Representative Office of MFA Russia in Smolensk,"2,422",TRUE,2022-03-23,data/html_230322/twitter/html/midsmol_2022-03-23.html,2422
ambrusburundi,ambrusburundi_2022-03-23,NA,Amb Russe au Burundi,Посольство России в Бурунди Ambassade de Russie au Burundi,"2,415",TRUE,2022-03-23,data/html_230322/twitter/html/ambrusburundi_2022-03-23.html,2415
RusEmbHungary,RusEmbHungary_2022-03-23,Russia government organization,"Russian Embassy, HU",Посольство Российской Федерации в Венгрии / Embassy of the Russian Federation to Hungary / Az Oroszországi Föderáció Nagykövetsége Magyarországon,"2,394",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbHungary_2022-03-23.html,2394
CG_Russia_Brno,CG_Russia_Brno_2022-03-23,Rusko – organizace státní správy,ГК России в Брно,"Генеральное консульство России в Брно, Чешская Республика / Generální konzulát Ruska v Brně, Česká republika","2,348",TRUE,2022-03-23,data/html_230322/twitter/html/CG_Russia_Brno_2022-03-23.html,2348
GK_TRABZON,GK_TRABZON_2022-03-23,NA,Russia in Trabzon,Официальный twitter-аккаунт Генерального консульства Российской Федерации в Трабзоне  Rusya Federasyonu Trabzon Başkonsolosluğu resmi twitter hesabıdır.,"2,326",TRUE,2022-03-23,data/html_230322/twitter/html/GK_TRABZON_2022-03-23.html,2326
MID_Orenburg,mid_orenburg_2022-03-23,NA,МИД Оренбург,MFA Russia Representative office in Orenburg,"2,322",TRUE,2022-03-23,data/html_230322/twitter/html/mid_orenburg_2022-03-23.html,2322
RusEmbCyprus,RusEmbCyprus_2022-03-23,Russia government organization,RusEmbCyprus,Официальный twitter-аккаунт Посольства Российской Федерации в Республике Кипр / Official twitter account of the Russian Embassy in the Republic of Cyprus,"2,318",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbCyprus_2022-03-23.html,2318
ruspusan,ruspusan_2022-03-23,NA,Генконсульство Пусан,Официальный аккаунт Генерального консульства России в Пусане,"2,304",TRUE,2022-03-23,data/html_230322/twitter/html/ruspusan_2022-03-23.html,2304
MID_YS,mid_ys_2022-03-23,NA,МИД РФ Ю-Сахалинск,Представительство МИД России  в г. Южно - Сахалинске наш Facebook: http://facebook.com/MID.YSakhalins…,"2,285",TRUE,2022-03-23,data/html_230322/twitter/html/mid_ys_2022-03-23.html,2285
mid_khabarovsk,mid_khabarovsk_2022-03-23,NA,МИД России Хабаровск,Представительство МИД России в Хабаровске,"2,208",TRUE,2022-03-23,data/html_230322/twitter/html/mid_khabarovsk_2022-03-23.html,2208
RusRepRamallah,RusRepRamallah_2022-03-23,NA,Russian Representative Office / Palestine,Представительство России при ПНА  Russian Representative Office to Palestinian National Authority  ممثلية روسيا لدى السلطة الوطنية الفلسطينية,"2,192",TRUE,2022-03-23,data/html_230322/twitter/html/RusRepRamallah_2022-03-23.html,2192
EmbRusBoliviaRu,EmbRusBoliviaRu_2022-03-23,NA,EmbRusBoliviaRu,Официальный Twitter-аккаунт Посольства России в Многонациональном Государстве Боливия (para tweets en español síguenos en @EmbRusBoliviaEs).,"2,141",TRUE,2022-03-23,data/html_230322/twitter/html/EmbRusBoliviaRu_2022-03-23.html,2141
MID_SAMARA,mid_samara_2022-03-23,NA,МИД РФ_Самара,Представительство Министерства иностранных дел Российской Федерации в г. Самаре,"2,086",TRUE,2022-03-23,data/html_230322/twitter/html/mid_samara_2022-03-23.html,2086
gk_russia_haifa,gk_russia_haifa_2022-03-23,NA,Генконсульство РФ в Хайфе ,"Официальная страница Генерального консульства Российской Федерации в Хайфе, Государство Израиль","2,075",TRUE,2022-03-23,data/html_230322/twitter/html/gk_russia_haifa_2022-03-23.html,2075
RusEmbCro,RusEmbCro_2022-03-23,NA,VeleposlanstvoRusije,https://t.me/veleposlanstvo,"2,012",TRUE,2022-03-23,data/html_230322/twitter/html/RusEmbCro_2022-03-23.html,2012
