handle,url_handle,gov_label,name,description,followers,verified,date_scraped,filename,followers_num
AmbRus_Algerie,AmbRus_Algerie,NA,Ambassade de Russie,"L'Ambassade de Russie en Algérie  - page officielle,Посольство Российской Федерации в АНДР - официальная страница.","7,556",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRus_Algerie_2022-06-10.html,7556
rusembleb,rusembleb,روسيا مؤسسة حكومية,Russian Embassy in Lebanon,Embassy of the Russian Federation in the Lebanese Republic Telegram https://t.me/rusembei https://m.facebook.com/rusembei http://vk.com/rusembei https://lebanon.mid.ru,"7,531",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusembleb_2022-06-10.html,7531
armscontrol_rus,armscontrol_rus,NA,Russian Arms Control Delegation in Vienna,Делегация на переговорах по военной безопасности и контролю над вооружениями | Delegation to the Negotiations on Military Security and Arms Control @MID_RF,"7,251",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/armscontrol_rus_2022-06-10.html,7251
RusBotWien,RusBotWien,NA,RusBotschaft Wien,Offizieller Account der Botschaft der Russischen Föderation  in der Republik Österreich | #Russland #Außenpolitik #Diplomatie | @MFA_Russia @RusConsSalzburg,"7,017",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusBotWien_2022-06-10.html,7017
EmbaixadaRusPt,EmbaixadaRusPt,NA,Embaixada da Rússia,Twitter oficial da Embaixada da Rússia em Portugal. Официальный твиттер Посольства России в Португалии.,"6,948",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbaixadaRusPt_2022-06-10.html,6948
RusEmb_Korea,RusEmb_Korea,러시아 정부 조직,Russian Embassy,Официальный твиттер Посольства России в Республике Корея,"6,942",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmb_Korea_2022-06-10.html,6942
MID_Kaliningrad,MID_Kaliningrad,NA,Russian MFA in Kaliningrad,@MFA_Russia Representative Office in Kaliningrad. Follow @KaliningradReg | Представительство МИД России в Калининграде,"6,871",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MID_Kaliningrad_2022-06-10.html,6871
diplohistory,diplohistory,NA,История дипломатии,"Дипломатия, история, документы. Историко-документальный департамент  @MID_RF / Twitter account of History & Records Department of @MFA_Russia","6,785",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/diplohistory_2022-06-10.html,6785
EmbRusUruguay,EmbRusUruguay,NA,Rusia en Uruguay,Twitter oficial de la Embajada de Rusia en Uruguay / Официальный твиттер Посольства России в УругваеTelegram de la Embajada  http://t.me/EmbRusUruguay,"6,762",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbRusUruguay_2022-06-10.html,6762
embrus_az,embrus_az,NA,Посольство России в Азербайджане,Официальный twitter-аккаунт Посольства Российской Федерации в Азербайджанской Республике,"6,725",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/embrus_az_2022-06-10.html,6725
AmbRusTun,AmbRusTun,روسيا مؤسسة حكومية,"Russian Embassy, Tunisia",Посольство России в Тунисе Ambassade de Russie en Tunisie / Russian Embassy in Tunisia / سفارة روسيا في تونس@MID_RF @mfa_russia @Russia_AR,"6,681",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRusTun_2022-06-10.html,6681
RusEmbAU,RusEmbAU,Russia government organization,Russia in Australia,Russian Embassy in Australia - official Twitter feed. Официальный twitter-аккаунт Посольства России в Австралии.,"6,681",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbAU_2022-06-10.html,6681
rusemb_dushanbe,rusemb_dushanbe,NA,Посольство РФ в РТ,Официальный twitter-аккаунт Посольства Российской Федерации в Республике Таджикистан,"6,663",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusemb_dushanbe_2022-06-10.html,6663
unesco_russia,unesco_russia,NA,RussianMissionUNESCO,The official twitter account of the Permanent Delegation of the Russian Federation to UNESCO,"6,563",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/unesco_russia_2022-06-10.html,6563
MID_travel,MID_travel,NA,ДСКЦ МИД России,Официальный твиттер-аккаунт Ситуационно-кризисного центра МИД России / Crisis Centre MFA of Russia official Twitter feed https://t.me/DSKC_MID_Russia,"6,535",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MID_travel_2022-06-10.html,6535
RussianEmbFinla,RussianEmbFinla,Russia government organization,Russian Embassy in Finland,Официальный аккаунт Посольства Российской Федерации в Финляндии.Official account of the Embassy of the Russian Federation in Finland.,"6,517",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RussianEmbFinla_2022-06-10.html,6517
amrusbel,amrusbel,NA,Ambassade de Russie en Belgique,Посольство России в БельгииAmbassade de Russie en BelgiqueAmbassade van Rusland in België,"6,467",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/amrusbel_2022-06-10.html,6467
EmbRusBotswana,EmbRusBotswana,Russia government organization,"RusEmbassy, Botswana",Посольство Российской Федерации в Республике БотсванаEmbassy of the Russian Federation in the Republic of Botswana,"6,450",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbRusBotswana_2022-06-10.html,6450
russiauz,russiauz,NA,Russia in Uzbekistan,"Официальный Twitter-аккаунт Посольства России в Узбекистане, tashkent@mid.ru","6,450",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/russiauz_2022-06-10.html,6450
RusEmbVietnam,RusEmbVietnam,NA,RusEmbVietnam,#Посольство России во #Вьетнам'е / #Đạisứquán #Nga  tại Việt Nam / The #Embassy of #Russia in #Vietnam http://facebook.com/RusEmbassyVietnam…,"6,221",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbVietnam_2022-06-10.html,6221
rusembassynl,rusembassynl,Russia government organization,Russian Embassy in NL,Посольство России в Нидерландах/ Embassy of Russia in the Netherlands  Постпредство России  при ОЗХО/ P.R. of Russia to OPCW,"6,212",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusembassynl_2022-06-10.html,6212
CamboRusEmba,CamboRusEmba,Russia government organization,"Russian Embassy, KHM",Оfficial twitter-account of the Embassy of the Russian Federation in the Kingdom of Cambodia.http://t.me/Russian_Embassy_in_Cambodia…,"6,123",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/CamboRusEmba_2022-06-10.html,6123
russembkenya,russembkenya,Russia government organization,Russian Embassy in Kenya/Посольство России в Кении,The official channel of the Embassy of the Russian Federation in the Republic of Kenya  Join us on Telegram: https://t.me/russembkenya,"6,101",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/russembkenya_2022-06-10.html,6101
RusEmbBangkok,RusEmbBangkok,Russia government organization,Russian Embassy TH,"Embassy of the Russian Federation in the Kingdom of Thailand78 Sap Rd., Surawong, Bangkok, 10500","5,888",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbBangkok_2022-06-10.html,5888
RusEmbSG,RusEmbSG,Russia government organization,RusEmbassy Singapore,Официальный твиттер-аккаунт Посольства России в Сингапуре / Russian Embassy in the Republic of Singapore (http://t.me/RusEmbSG),"5,876",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbSG_2022-06-10.html,5876
mission_rf,mission_rf,Russia government account,Russian Mission Vienna,Постпредствo России при международных организациях в Вене/Russian Permanent Mission to the International Organizations in Vienna http://t.me/ViennaMissionRu,"5,777",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/mission_rf_2022-06-10.html,5777
RusEmbDK,RusEmbDK,NA,"Embassy of Russia, DK",Официальный твиттер Посольства России в Дании / Official twitter of the Embassy of Russia in Denmark,"5,621",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbDK_2022-06-10.html,5621
RusEmbNo,RusEmbNo,Russland offentlig organisasjon,Embassy of Russia in Norway,Embassy of the Russian Federation in the Kingdom of Norway - official Twitter feed,"5,490",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbNo_2022-06-10.html,5490
Russian_Emb_MKD,Russian_Emb_MKD,Russia government organization,Посольство России МК,Посольство Российской Федерации в Скопье/Embassy of the Russian Federation in Skopje,"5,282",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/Russian_Emb_MKD_2022-06-10.html,5282
RusEmbKG,RusEmbKG,NA,Посольство РФ в КР,Официальный twitter-аккаунт Посольства Российской Федерации в Киргизской Республике   Telegram https://t.me/rusembkg,"5,178",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbKG_2022-06-10.html,5178
EmbajadaRusaRu,EmbajadaRusaRu,Государственный орган (Россия),Посольство в Испании,Официальный микроблог Посольства Российской Федерации в Королевстве Испания (twitter de la Embajada de Rusia en España en el idioma español @EmbajadaRusaES),"4,997",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbajadaRusaRu_2022-06-10.html,4997
AmbRusRCI,AmbRusRCI,NA,Russie en RCI,Посольство России в Кот-д'Ивуаре /          Ambassade de la Fédération de Russie en République de Côte d'Ivoire,"4,968",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRusRCI_2022-06-10.html,4968
Amb_de_Russie,Amb_de_Russie,NA,Ambassade de Russie à Madagascar et aux Comores,Посольство России на Мадагаскаре и на Коморах. Le compte de l'Ambassade de Russie à Madagascar et aux Comores.  Suivez l’Ambassadeur @AmbRuMadagascar,"4,930",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/Amb_de_Russie_2022-06-10.html,4930
rusya_istanbul,rusya_istanbul,NA,Rus İst Konsolosluğu,Генеральное консульство Российской Федерации в Стамбуле. Rusya Federasyonu İstanbul Başkonsolosluğu. Consulate General of the Russian Federation in Istanbul,"4,913",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusya_istanbul_2022-06-10.html,4913
BRICSRussia2020,BRICSRussia2020,NA,BRICSRussia2020,Follow @BRICSRussia2020 for the latest news on Russian BRICS Chairmanship. For tweets in Russian please follow @BRICS2020_Rus,"4,904",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/BRICSRussia2020_2022-06-10.html,4904
RusEmbIran,RusEmbIran,Russia government organization,"Russian Embassy, IRI",Official twitter-account of the Russian Embassy to the Islamic Republic of Iran تويتر رسمي سفارت فدراسيون روسيه در جمهوري اسلامي ايران,"4,842",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbIran_2022-06-10.html,4842
GGatilov,GGatilov,NA,Gennady Gatilov,Permanent Representative of the Russian Federation to the UN Office in Geneva,"4,836",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/GGatilov_2022-06-10.html,4836
RusEmbBrunei,RusEmbBrunei,Russia government organization,RussianEmbassyBrunei,Official twitter account of the Embassy of the Russian Federation in Brunei Darussalam,"4,832",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbBrunei_2022-06-10.html,4832
ambrus_drc,ambrus_drc,NA,Russie en RD Congo,Официальный аккаунт Посольства Российской Федерации в Демократической Республике Конго Instagram: ambrus.rdc,"4,632",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/ambrus_drc_2022-06-10.html,4632
Russie_au_Congo,Russie_au_Congo,NA,AmbRussieRCongo,Compte Twitter officiel de l’Ambassade de Russie en République du Congo • Официальный Твиттер-аккаунт Посольства России в Республике Конго,"4,580",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/Russie_au_Congo_2022-06-10.html,4580
RusConsCapetown,RusConsCapetown,Russia government organization,ГК РФ в Кейптауне,Welcome to the official page of the Russian Consulate General in Cape Town! Follow us on http://facebook.com/rusconscapetow… http://instagram.com/rusconsct/,"4,535",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusConsCapetown_2022-06-10.html,4535
ABocanHarcenko,ABocanHarcenko,NA,Александр Боцан-Харченко,Посол России в Сербии | Амбасадор Русије у Србији | Russian Ambassador to Serbia || @AmbasadaRusije,"4,534",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/ABocanHarcenko_2022-06-10.html,4534
RusEmbMNG,RusEmbMNG,Russia government organization,Посольство России в Монголии,Official Twitter feed of the Russian Embassy in Mongolia Оросын Холбооны Улсаас Монгол Улсад суугаа Элчин сайдын яам (ОХУ-ын ЭСЯ)http://facebook.com/RusEmbMNG,"4,507",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbMNG_2022-06-10.html,4507
AmbRusSenegal,AmbRusSenegal,Officiel du gouvernement - Russie,AmbRusSenegal,Посольство Российской Федерации в Республике Сенегал/ Ambassade de la Fédération de Russieen République du Sénégal/ Embassy of Russia in Senegal,"4,419",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRusSenegal_2022-06-10.html,4419
RusEmb_Malaysia,RusEmb_Malaysia,NA,"Embassy of Russia in Malaysia, Kuala Lumpur",Официальный твиттер-аккаунт Посольства России в Малайзии |Official Twitter account of the Embassy of Russia in Malaysia,"4,347",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmb_Malaysia_2022-06-10.html,4347
AmbrusSlo,AmbrusSlo,Russia government organization,RusEmbSlovenia,Veleposlaništvo Ruske Federacije v Republiki Sloveniji/ Embassy of the Russian Federation to the Republic of Slovenia- official Twitter feed,"4,346",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbrusSlo_2022-06-10.html,4346
MID_Krasnodar,MID_Krasnodar,NA,МИД   Краснодар,Официальный twitter-аккаунт Представительства Министерства иностранных дел Российской Федерации в г.Краснодаре,"4,345",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MID_Krasnodar_2022-06-10.html,4345
AmbRusCz,AmbRusCz,NA,Посольство России в Чехии,Пресс-служба Посольства Российской Федерации в Чешской Республике / Tisková služba Velvyslanectví Ruské federace v České republice,"4,340",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRusCz_2022-06-10.html,4340
RusEmbSK,RusEmbSK,NA,Igor Bratčikov/Veľvyslanectvo Ruska na Slovensku,Mimoriadny a Splnomocnený Veľvyslanec Ruskej federácie v Slovenskej republike.,"4,339",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbSK_2022-06-10.html,4339
rdif_press,rdif_press,NA,RDIF,РФПИ - суверенный фонд РФ с капитализацией $10 млрд для привлечения инвестиций в Россию.Russia’s SWF with reserved capital of $10bn um to co-invest in Russia.,"4,248",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rdif_press_2022-06-10.html,4248
RusEmb_Iceland,RusEmb_Iceland,NA,RusEmbassy Iceland,Посольство Российской Федерации в Исландии,"4,235",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmb_Iceland_2022-06-10.html,4235
RusConsKlaipeda,RusConsKlaipeda,NA,Генеральное консульство России в Клайпеде,"Официальный Twitter-аккаунт Генерального консульства Российской Федерации в Клайпеде, Литовская Республика.Telegram: https://t.me/RusConsKlaipeda","4,216",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusConsKlaipeda_2022-06-10.html,4216
RusCons_TX,RusCons_TX,NA,Russia in Houston,Генеральное консульство Российской Федерации в Хьюстоне/ Consulate General of the Russian Federation in Houston,"4,136",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusCons_TX_2022-06-10.html,4136
EmbRusiaEnArgRu,EmbRusiaEnArgRu,NA,"Посольство России,AR",Посольство России в Аргентине  официальный Twitter аккаунт на русском языке (twitter de la Embajada de Rusia en Argentina en el idioma español @EmbRusiaEnArgEs),"4,109",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbRusiaEnArgRu_2022-06-10.html,4109
Ekatmid,Ekatmid,NA,MFA of Russia  Yekaterinburg,Представительство @MID_RF в Екатеринбурге / The Representative office of the @MFA_Russia in Yekaterinburg,"4,108",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/Ekatmid_2022-06-10.html,4108
RusEmbSwe,RusEmbSwe,Russia government organization,"Russian Embassy, SWE",Официальный Твиттер Посольства России в Швеции / The official Twitter of the Russian Embassy in Sweden,"4,033",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbSwe_2022-06-10.html,4033
embrus_md,embrus_md,NA,Посольство России в Молдавии,Официальный Twitter Посольства Российской Федерации в Республике Молдова,"3,977",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/embrus_md_2022-06-10.html,3977
RusEmbMauritius,RusEmbMauritius,Russia government organization,Посольство России,Посольство Российской Федерации в Республике Маврикий / Embassy of the Russian Federation in the Republic of Mauritius,"3,950",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbMauritius_2022-06-10.html,3950
RusEmbMalta,RusEmbMalta,Russia government organization,Russian Embassy to Malta,Official Twitter account of the Embassy of #Russia to #Malta | Официальный Твиттер-аккаунт Посольства России на #Мальте | Ambaxxata tal-Federazzjoni #Russa,"3,941",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbMalta_2022-06-10.html,3941
RusConsulGen,RusConsulGen,NA,ГК РФ  в Женеве,"Официальный твиттер-аккаунт Генерального консульства Российской Федерации  в Женеве, Швейцарская Конфедерация","3,932",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusConsulGen_2022-06-10.html,3932
DaugavpilsRF,DaugavpilsRF,NA,ЛАТГАЛИЯ - Официальный аккаунт Консульского отдела,ЛАТГАЛИЯ - Официальный аккаунт Консульского отдела Посольства России в Латвии.,"3,883",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/DaugavpilsRF_2022-06-10.html,3883
CIS_Russia,CIS_Russia,NA,Роспостпредство СНГ,Официальный twitter-аккаунт Постоянного представительства Российской Федерации при уставных и других органах СНГ,"3,863",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/CIS_Russia_2022-06-10.html,3863
RusKonsLeipzig,RusKonsLeipzig,NA,KONSULAT LEIPZIG,Генеральное консульство Российской Федерации в Лейпциге  Russisches Generalkonsulat in Leipzig http://facebook.com/GeneralkonsulatLeipzig…https://flickr.com/rgkleipzig,"3,854",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusKonsLeipzig_2022-06-10.html,3854
RusEmbLux,RusEmbLux,NA,"Russian Embassy, Lux",Embassy of the Russian Federation in Luxembourg /Ambassade de Russie au Luxembourg/ - official TwitterОфициальный твиттер Посольства России в Люксембурге,"3,719",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbLux_2022-06-10.html,3719
rusembassyARM,rusembassyARM,NA,ПосольствоРФвAрмении,Посольство Российской Федерации в Республике Aрмения / Ռուսաստանի դեսպանատուն,"3,680",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusembassyARM_2022-06-10.html,3680
Rus_Emb_Sudan,Rus_Emb_Sudan,Russia government organization,Russia in Sudan,Официальный твиттер-аккаунт Посольства России в Судане/ Official twitter-account of the Russian Embassy in Sudan,"3,646",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/Rus_Emb_Sudan_2022-06-10.html,3646
AmbrusSlo_Ru,AmbrusSlo_Ru,NA,Посольство России в Словении,Посольство Российской Федерации в Республике Словении,"3,631",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbrusSlo_Ru_2022-06-10.html,3631
RusEmbGhana,RusEmbGhana,NA,Посольство России в Гане,Официальная страница Посольства России в Гане (for eng visit @RusEmbGhanaEng). Страница в Фейсбуке: http://facebook.com/Rusembghana,"3,502",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbGhana_2022-06-10.html,3502
RussiaJamaica,RussiaJamaica,NA,RusEmb in Jamaica,Посольство России в Ямайке,"3,502",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RussiaJamaica_2022-06-10.html,3502
AmbRusBen,AmbRusBen,NA,Russie au Bénin et Togo,Twitter de l'Ambassade de #Russie au #Benin et #Togo/ Twitter-аккаунт Посольства России в Республиках #Бенин и #Того; Telegram-канал: http://t.me/rusambben,"3,438",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRusBen_2022-06-10.html,3438
rusemberitrea,rusemberitrea,Russia government organization,Russia in Eritrea,Embassy of the Russian Federation in the State of Eritrea / Посольство Российской Федерации в Государстве Эритрея   http://t.me/rusembasmara,"3,267",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusemberitrea_2022-06-10.html,3267
state_duma,state_duma,Russia government organization,State Duma,Official Twitter feed of the State Duma of the Russian Federation. Latest official news. Аккаунт Государственной Думы на русском https://twitter.com/dumagovru,"3,193",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/state_duma_2022-06-10.html,3193
ConsolatoRusso,ConsolatoRusso,NA,ConsolatoRussoMilano,Генеральное консульство Российской Федерации в Милане / Consolato Generale della Federazione Russa a Milano,"3,163",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/ConsolatoRusso_2022-06-10.html,3163
PskovMid,PskovMid,NA,МИД  Псков MFA Pskov Office,Представительство @MID_RF в Пскове/@mfa_russia Representative Office in Pskov,"3,162",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/PskovMid_2022-06-10.html,3162
rumunix,rumunix,NA,Генконсульство России  Мюнхен,Hier twittert die Pressestelle des Russischen Generalkonsulats in München,"3,147",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rumunix_2022-06-10.html,3147
EmbRusPan,EmbRusPan,NA,Rusia en Panamá,Посольство России в Панаме / Embajada de Rusia en Panamá /// Síguenos en Telegram: http://t.me/EmbRusPan y VK: http://vk.com/embruspan,"3,142",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbRusPan_2022-06-10.html,3142
RusEmbBAH,RusEmbBAH,روسيا مؤسسة حكومية,Russian Embassy in Bahrain,Посольство России в Королевстве Бахрейн / السفارة الروسية في البحرينTel.: 17-725-222; 17-231-914 (Consular Section);E-mail: bahrain@mid.ru;,"3,097",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbBAH_2022-06-10.html,3097
MIDKrasnoyarsk,MIDKrasnoyarsk,NA,МИД России в Красноярске,Представительство Министерства иностранных дел Российской Федерации в городе Красноярске,"3,075",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MIDKrasnoyarsk_2022-06-10.html,3075
MID_Voronezh,MID_Voronezh,NA,МИД Воронеж,"Представляем МИД России в Воронежской, Белгородской, Липецкой и Тамбовской областях","3,032",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MID_Voronezh_2022-06-10.html,3032
recostarica,recostarica,NA,Embajada de Rusia en Costa Rica,Twitter oficial de la Embajada de la Federación de Rusia en la Republica de Costa Rica. Посольство России в Коста-Рике.,"2,983",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/recostarica_2022-06-10.html,2983
rusemb_tm,rusemb_tm,NA,Посольство России в Туркменистане,Официальный твиттер-аккаунт Посольства России в Туркменистане,"2,913",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/rusemb_tm_2022-06-10.html,2913
AmbRusME,AmbRusME,NA,Russia in Montenegro,Посольство Российской Федерации в Черногории / Ambasada Ruske Federacije u Crnoj Gori,"2,867",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/AmbRusME_2022-06-10.html,2867
RusEmbBul,RusEmbBul,NA,Посольство России в Болгарии,Официальный твиттер Посольства Российской Федерации в Республике Болгарии  Официален туитър на Посолството на Руската Федерация в Република България,"2,813",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/RusEmbBul_2022-06-10.html,2813
MID_RnD,MID_RnD,NA,Russian MFA in Rostov-on-Don,Официальная страница Представительства МИД России в Ростове-на-Дону / Для связи: rostov@mid.ru,"2,805",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MID_RnD_2022-06-10.html,2805
EmbRusBoliviaEs,EmbRusBoliviaEs,NA,Embajada de Rusia en Bolivia,Twitter oficial de la Embajada de Rusia en La Paz (Bolivia)Официальный твиттер Посольства России в Ла-Пасе (Боливия),"2,716",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbRusBoliviaEs_2022-06-10.html,2716
CoE_Russia,CoE_Russia,NA,RussianMissionCoE,Permanent Representation of the Russian Federation to the Council of Europe (Для твиттов на русском читайте @CE_RF),"2,684",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/CoE_Russia_2022-06-10.html,2684
MIDPetrozavodsk,MIDPetrozavodsk,NA,МИД РФ Петрозаводск,Представительство МИД России в г.Петрозаводске / Representative office of Russian Ministry of Foreign Affairs in Petrozavodsk.,"2,675",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MIDPetrozavodsk_2022-06-10.html,2675
SNalobin,SNalobin,NA,Sergey Nalobin,digital and traditional diplomacy.,"2,667",FALSE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/SNalobin_2022-06-10.html,2667
EmbRusChile,EmbRusChile,Organización gubernamental de Rusia,EmbRusChile,La Embajada de Rusia en Chile Telegram http://t.me/embruschile http://instagram.com/embruschile/     FB: http://goo.su/T3wle,"2,632",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/EmbRusChile_2022-06-10.html,2632
MID_Ufa,MID_Ufa,NA,Представительство МИД России в г. Уфе,Официальный Twitter-аккаунт Представительства Министерства иностранных дел Российской Федерации в городе Уфе,"2,623",TRUE,2022-06-10,inst/helper/platform_labels/ru_dips/twitter/raw/20220610/html/MID_Ufa_2022-06-10.html,2623
